projectid,projectstateid,clientid,providerid,disciplineid,tierid,projectname,projectgoals,projectdescription,uploadlocation,attributesknowledge,startbydatetime,deadlinedatetime,minyears,maxyears,interactionfrequency,filterbyindustry,budgetcurrency,budget,hours,effectivehourlyrate,advertisementdatetime,createddate,updateddate,deleteddate,qualityofwork,timeliness,responsiveness,professionalism,likeability,knowledge,attentiontodetail
2399,2,12,123,2,3,,,,,,,2014-Apr-09 00:00:00 +0000,,,,,,,,,,,,,5,6,6,8,5,4,9
2400,2,2,123,2,3,,,,,,,2014-Feb-09 00:00:00 +0000,,,,,,,,,,,,,9,7,6,6,7,7,4
2401,2,11,123,2,3,,,,,,,2014-Mar-13 00:00:00 +0000,,,,,,,,,,,,,8,7,8,9,8,8,6
2402,2,4,124,5,1,,,,,,,2014-Jan-13 00:00:00 +0000,,,,,,,,,,,,,4,4,6,6,4,8,5
2403,2,5,124,5,1,,,,,,,2014-May-13 00:00:00 +0000,,,,,,,,,,,,,4,9,8,8,6,6,5
2404,2,13,124,5,1,,,,,,,2014-Jan-12 00:00:00 +0000,,,,,,,,,,,,,8,4,4,4,8,9,6
2405,2,8,124,5,1,,,,,,,2014-Jul-23 00:00:00 +0000,,,,,,,,,,,,,7,6,5,5,5,4,4
2406,2,13,124,5,1,,,,,,,2014-Jun-06 00:00:00 +0000,,,,,,,,,,,,,5,8,6,8,7,9,4
2407,2,13,124,5,1,,,,,,,2014-May-04 00:00:00 +0000,,,,,,,,,,,,,5,8,7,8,4,4,7
2408,2,15,124,5,1,,,,,,,2014-Jul-07 00:00:00 +0000,,,,,,,,,,,,,4,4,4,6,9,8,5
2409,2,11,124,5,1,,,,,,,2014-Aug-06 00:00:00 +0000,,,,,,,,,,,,,4,4,5,4,8,6,5
2410,2,9,124,5,1,,,,,,,2014-Feb-09 00:00:00 +0000,,,,,,,,,,,,,5,9,9,6,8,7,7
2411,2,4,124,5,1,,,,,,,2014-Jun-29 00:00:00 +0000,,,,,,,,,,,,,9,9,6,8,4,4,5
2412,2,18,124,5,1,,,,,,,2014-May-11 00:00:00 +0000,,,,,,,,,,,,,7,4,6,4,6,4,9
2413,2,9,124,5,1,,,,,,,2014-Jul-23 00:00:00 +0000,,,,,,,,,,,,,7,4,5,4,8,8,7
2414,2,11,124,5,1,,,,,,,2014-Mar-23 00:00:00 +0000,,,,,,,,,,,,,8,6,5,6,7,7,6
2415,2,9,124,5,1,,,,,,,2014-Jan-25 00:00:00 +0000,,,,,,,,,,,,,8,9,8,8,7,9,5
2416,2,6,124,5,1,,,,,,,2014-Jan-23 00:00:00 +0000,,,,,,,,,,,,,9,5,9,5,6,4,6
2417,2,18,124,5,1,,,,,,,2014-Jun-23 00:00:00 +0000,,,,,,,,,,,,,6,6,4,5,5,6,4
2418,2,20,124,5,1,,,,,,,2014-Apr-15 00:00:00 +0000,,,,,,,,,,,,,4,4,9,5,5,5,7
2419,2,13,124,5,1,,,,,,,2014-Jan-25 00:00:00 +0000,,,,,,,,,,,,,8,8,7,5,4,8,6
2420,2,12,124,5,1,,,,,,,2014-Jun-24 00:00:00 +0000,,,,,,,,,,,,,5,5,6,8,4,8,8
2421,2,10,124,5,1,,,,,,,2014-Mar-08 00:00:00 +0000,,,,,,,,,,,,,6,7,7,8,4,7,6
2422,2,10,125,5,1,,,,,,,2014-Mar-26 00:00:00 +0000,,,,,,,,,,,,,8,7,7,7,7,7,6
2423,2,9,125,5,1,,,,,,,2014-Feb-19 00:00:00 +0000,,,,,,,,,,,,,4,4,4,9,4,8,4
2424,2,9,125,5,1,,,,,,,2014-Mar-10 00:00:00 +0000,,,,,,,,,,,,,8,9,9,4,7,9,9
2425,2,13,125,5,1,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,8,6,7,8,6,4,6
2426,2,5,125,5,1,,,,,,,2014-Apr-12 00:00:00 +0000,,,,,,,,,,,,,4,5,6,6,5,4,6
2427,2,13,125,5,1,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,5,5,4,9,7,9,7
2428,2,19,125,5,1,,,,,,,2014-May-01 00:00:00 +0000,,,,,,,,,,,,,4,6,7,4,6,9,5
2429,2,14,125,5,1,,,,,,,2014-Aug-31 00:00:00 +0000,,,,,,,,,,,,,5,6,4,5,5,7,5
2430,2,7,125,5,1,,,,,,,2014-May-05 00:00:00 +0000,,,,,,,,,,,,,5,5,6,6,6,8,7
2431,2,2,125,5,1,,,,,,,2014-Aug-02 00:00:00 +0000,,,,,,,,,,,,,8,6,4,8,5,4,6
2432,2,17,125,5,1,,,,,,,2014-May-27 00:00:00 +0000,,,,,,,,,,,,,6,6,7,9,4,4,5
2433,2,19,125,5,1,,,,,,,2014-Feb-04 00:00:00 +0000,,,,,,,,,,,,,4,7,5,6,8,4,6
2434,2,9,125,5,1,,,,,,,2014-Feb-16 00:00:00 +0000,,,,,,,,,,,,,7,4,4,4,5,6,6
2435,2,17,125,5,1,,,,,,,2014-Jul-08 00:00:00 +0000,,,,,,,,,,,,,6,7,4,8,9,7,6
2436,2,6,125,5,1,,,,,,,2014-Jul-19 00:00:00 +0000,,,,,,,,,,,,,7,4,7,5,6,4,6
2437,2,6,125,5,1,,,,,,,2014-Jun-14 00:00:00 +0000,,,,,,,,,,,,,7,7,4,6,7,5,4
2438,2,7,125,5,1,,,,,,,2014-Jul-11 00:00:00 +0000,,,,,,,,,,,,,5,7,9,7,5,7,7
2439,2,8,125,5,1,,,,,,,2014-Mar-15 00:00:00 +0000,,,,,,,,,,,,,9,7,4,4,8,9,4
2440,2,3,125,5,1,,,,,,,2014-May-07 00:00:00 +0000,,,,,,,,,,,,,8,8,8,4,8,8,8
2441,2,4,125,5,1,,,,,,,2014-May-10 00:00:00 +0000,,,,,,,,,,,,,5,4,8,9,9,6,4
2442,2,6,126,5,1,,,,,,,2014-May-25 00:00:00 +0000,,,,,,,,,,,,,4,8,8,4,4,5,4
2443,2,4,126,5,1,,,,,,,2014-Jul-13 00:00:00 +0000,,,,,,,,,,,,,5,9,6,4,6,6,5
2444,2,5,126,5,1,,,,,,,2014-Jun-27 00:00:00 +0000,,,,,,,,,,,,,4,7,6,5,7,4,4
2445,2,3,126,5,1,,,,,,,2014-Mar-29 00:00:00 +0000,,,,,,,,,,,,,6,5,5,9,7,5,7
2446,2,9,126,5,1,,,,,,,2014-Jul-18 00:00:00 +0000,,,,,,,,,,,,,8,7,4,9,4,8,6
2447,2,18,126,5,1,,,,,,,2014-Jul-25 00:00:00 +0000,,,,,,,,,,,,,5,7,7,8,7,8,7
2448,2,8,126,5,1,,,,,,,2014-May-19 00:00:00 +0000,,,,,,,,,,,,,9,5,5,7,7,7,6
2449,2,16,126,5,1,,,,,,,2014-Jan-15 00:00:00 +0000,,,,,,,,,,,,,8,7,8,9,7,8,7
2450,2,14,126,5,1,,,,,,,2014-May-22 00:00:00 +0000,,,,,,,,,,,,,8,6,4,8,4,8,9
2451,2,18,126,5,1,,,,,,,2014-May-30 00:00:00 +0000,,,,,,,,,,,,,8,8,4,6,8,4,6
2452,2,6,126,5,1,,,,,,,2014-Aug-18 00:00:00 +0000,,,,,,,,,,,,,4,7,4,5,9,7,9
2453,2,5,126,5,1,,,,,,,2014-May-03 00:00:00 +0000,,,,,,,,,,,,,7,8,4,7,4,7,5
2454,2,6,126,5,1,,,,,,,2014-Jun-24 00:00:00 +0000,,,,,,,,,,,,,6,7,9,8,6,5,7
2455,2,11,126,5,1,,,,,,,2014-Feb-12 00:00:00 +0000,,,,,,,,,,,,,5,4,5,8,9,7,8
2456,2,9,126,5,1,,,,,,,2014-Feb-17 00:00:00 +0000,,,,,,,,,,,,,6,5,4,5,7,4,6
2457,2,6,126,5,1,,,,,,,2014-Jan-04 00:00:00 +0000,,,,,,,,,,,,,7,5,8,7,6,6,5
2458,2,12,126,5,1,,,,,,,2014-Feb-02 00:00:00 +0000,,,,,,,,,,,,,9,6,4,4,4,5,8
2459,2,11,126,5,1,,,,,,,2014-Feb-17 00:00:00 +0000,,,,,,,,,,,,,8,6,6,5,8,5,6
2460,2,20,126,5,1,,,,,,,2014-Apr-28 00:00:00 +0000,,,,,,,,,,,,,5,7,5,4,7,9,6
2461,2,7,126,5,1,,,,,,,2014-Feb-17 00:00:00 +0000,,,,,,,,,,,,,6,6,8,5,7,5,4
2462,2,5,127,5,1,,,,,,,2014-Aug-01 00:00:00 +0000,,,,,,,,,,,,,5,6,6,5,4,7,4
2463,2,8,127,5,1,,,,,,,2014-Apr-24 00:00:00 +0000,,,,,,,,,,,,,4,8,6,4,7,8,9
2464,2,7,127,5,1,,,,,,,2014-Apr-22 00:00:00 +0000,,,,,,,,,,,,,5,8,5,5,8,6,6
2465,2,20,127,5,1,,,,,,,2014-Jun-13 00:00:00 +0000,,,,,,,,,,,,,4,8,5,7,5,6,7
2466,2,14,127,5,1,,,,,,,2014-Jun-29 00:00:00 +0000,,,,,,,,,,,,,6,7,8,4,6,7,8
2467,2,5,127,5,1,,,,,,,2014-Jul-21 00:00:00 +0000,,,,,,,,,,,,,9,5,8,4,7,7,7
2468,2,8,127,5,1,,,,,,,2014-Jan-02 00:00:00 +0000,,,,,,,,,,,,,4,7,4,5,7,7,8
2469,2,3,127,5,1,,,,,,,2014-Mar-16 00:00:00 +0000,,,,,,,,,,,,,4,7,9,6,5,8,7
2470,2,19,127,5,1,,,,,,,2014-Jan-25 00:00:00 +0000,,,,,,,,,,,,,9,9,5,5,5,7,6
2471,2,9,127,5,1,,,,,,,2014-Jul-04 00:00:00 +0000,,,,,,,,,,,,,7,6,8,6,5,9,4
2472,2,17,127,5,1,,,,,,,2014-Mar-22 00:00:00 +0000,,,,,,,,,,,,,8,6,7,6,7,5,7
2473,2,18,127,5,1,,,,,,,2014-Jul-19 00:00:00 +0000,,,,,,,,,,,,,6,4,4,8,4,5,6
2474,2,15,127,5,1,,,,,,,2014-Feb-22 00:00:00 +0000,,,,,,,,,,,,,5,4,5,7,5,5,5
2475,2,19,127,5,1,,,,,,,2014-Jan-24 00:00:00 +0000,,,,,,,,,,,,,7,4,9,8,5,8,5
2476,2,19,127,5,1,,,,,,,2014-Jan-24 00:00:00 +0000,,,,,,,,,,,,,5,7,5,5,4,4,7
2477,2,18,127,5,1,,,,,,,2014-Mar-22 00:00:00 +0000,,,,,,,,,,,,,4,8,5,6,4,7,7
2478,2,20,127,5,1,,,,,,,2014-Jul-11 00:00:00 +0000,,,,,,,,,,,,,7,5,5,8,7,6,4
2479,2,4,127,5,1,,,,,,,2014-Apr-28 00:00:00 +0000,,,,,,,,,,,,,9,4,8,4,4,7,8
2480,2,14,127,5,1,,,,,,,2014-Feb-03 00:00:00 +0000,,,,,,,,,,,,,4,5,8,9,9,5,8
2481,2,7,127,5,1,,,,,,,2014-Apr-11 00:00:00 +0000,,,,,,,,,,,,,8,6,7,9,6,4,7
2482,2,12,128,5,1,,,,,,,2014-Jan-15 00:00:00 +0000,,,,,,,,,,,,,9,4,6,4,5,6,7
2483,2,16,128,5,1,,,,,,,2014-Mar-16 00:00:00 +0000,,,,,,,,,,,,,9,8,7,7,7,7,5
2484,2,5,128,5,1,,,,,,,2014-Jun-07 00:00:00 +0000,,,,,,,,,,,,,6,4,4,5,4,8,8
2485,2,14,128,5,1,,,,,,,2014-Apr-15 00:00:00 +0000,,,,,,,,,,,,,5,6,6,5,4,4,7
2486,2,20,128,5,1,,,,,,,2014-May-27 00:00:00 +0000,,,,,,,,,,,,,4,4,6,7,5,7,5
2487,2,18,128,5,1,,,,,,,2014-Aug-25 00:00:00 +0000,,,,,,,,,,,,,7,6,4,7,8,9,7
2488,2,2,128,5,1,,,,,,,2014-Aug-16 00:00:00 +0000,,,,,,,,,,,,,8,8,9,8,4,6,5
2489,2,13,128,5,1,,,,,,,2014-Mar-15 00:00:00 +0000,,,,,,,,,,,,,4,7,7,4,6,6,6
2490,2,20,128,5,1,,,,,,,2014-Aug-03 00:00:00 +0000,,,,,,,,,,,,,8,8,7,7,5,5,5
2491,2,2,128,5,1,,,,,,,2014-Jul-01 00:00:00 +0000,,,,,,,,,,,,,6,4,7,4,7,6,5
2492,2,18,128,5,1,,,,,,,2014-Aug-27 00:00:00 +0000,,,,,,,,,,,,,8,4,9,8,4,8,6
2493,2,10,128,5,1,,,,,,,2014-Apr-11 00:00:00 +0000,,,,,,,,,,,,,6,8,5,5,7,7,4
2494,2,18,128,5,1,,,,,,,2014-May-06 00:00:00 +0000,,,,,,,,,,,,,6,6,7,7,7,5,9
2495,2,19,128,5,1,,,,,,,2014-Jul-16 00:00:00 +0000,,,,,,,,,,,,,4,8,4,5,4,7,5
2496,2,4,128,5,1,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,8,5,5,7,5,8,6
2497,2,4,128,5,1,,,,,,,2014-Jun-15 00:00:00 +0000,,,,,,,,,,,,,9,4,4,4,8,7,5
2498,2,10,128,5,1,,,,,,,2014-Apr-05 00:00:00 +0000,,,,,,,,,,,,,8,9,5,8,4,5,5
2499,2,20,128,5,1,,,,,,,2014-Mar-07 00:00:00 +0000,,,,,,,,,,,,,7,9,4,4,9,6,6
2500,2,17,128,5,1,,,,,,,2014-Mar-22 00:00:00 +0000,,,,,,,,,,,,,7,7,9,4,7,6,7
2501,2,11,128,5,1,,,,,,,2014-Jul-28 00:00:00 +0000,,,,,,,,,,,,,8,8,7,9,9,6,7
2502,2,15,129,5,1,,,,,,,2014-Apr-02 00:00:00 +0000,,,,,,,,,,,,,5,8,5,6,5,6,5
2503,2,15,129,5,1,,,,,,,2014-Mar-18 00:00:00 +0000,,,,,,,,,,,,,5,9,5,9,8,7,6
2504,2,10,129,5,1,,,,,,,2014-Mar-05 00:00:00 +0000,,,,,,,,,,,,,6,8,7,7,8,7,8
2505,2,6,129,5,1,,,,,,,2014-Jul-18 00:00:00 +0000,,,,,,,,,,,,,6,8,6,5,6,8,7
2506,2,11,129,5,1,,,,,,,2014-Jun-18 00:00:00 +0000,,,,,,,,,,,,,5,7,7,4,7,4,7
2507,2,6,129,5,1,,,,,,,2014-May-16 00:00:00 +0000,,,,,,,,,,,,,4,6,8,8,8,9,5
2508,2,5,129,5,1,,,,,,,2014-Jun-03 00:00:00 +0000,,,,,,,,,,,,,8,5,7,6,8,5,4
2509,2,10,129,5,1,,,,,,,2014-May-17 00:00:00 +0000,,,,,,,,,,,,,8,5,7,8,7,7,6
2510,2,16,129,5,1,,,,,,,2014-Aug-02 00:00:00 +0000,,,,,,,,,,,,,4,6,6,5,6,6,5
2511,2,6,129,5,1,,,,,,,2014-Feb-24 00:00:00 +0000,,,,,,,,,,,,,8,5,8,4,8,4,8
2512,2,9,129,5,1,,,,,,,2014-Aug-10 00:00:00 +0000,,,,,,,,,,,,,7,4,4,6,9,7,7
2513,2,16,129,5,1,,,,,,,2014-Aug-25 00:00:00 +0000,,,,,,,,,,,,,4,4,8,4,5,7,4
2514,2,4,129,5,1,,,,,,,2014-Mar-24 00:00:00 +0000,,,,,,,,,,,,,8,9,5,4,8,7,4
2515,2,19,129,5,1,,,,,,,2014-Jan-19 00:00:00 +0000,,,,,,,,,,,,,7,4,5,5,9,8,5
2516,2,18,129,5,1,,,,,,,2014-Mar-17 00:00:00 +0000,,,,,,,,,,,,,7,6,8,8,4,5,4
2517,2,2,129,5,1,,,,,,,2014-Jun-05 00:00:00 +0000,,,,,,,,,,,,,9,6,6,5,8,8,5
2518,2,7,129,5,1,,,,,,,2014-Jul-01 00:00:00 +0000,,,,,,,,,,,,,6,7,4,4,4,5,9
2519,2,10,129,5,1,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,4,8,8,6,4,5,7
2520,2,4,129,5,1,,,,,,,2014-Jul-23 00:00:00 +0000,,,,,,,,,,,,,8,8,9,7,7,5,8
2521,2,13,129,5,1,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,5,7,4,7,9,4,7
2522,2,9,130,5,1,,,,,,,2014-Jun-22 00:00:00 +0000,,,,,,,,,,,,,7,5,9,5,7,4,6
2523,2,3,130,5,1,,,,,,,2014-Aug-25 00:00:00 +0000,,,,,,,,,,,,,4,7,6,6,7,8,9
2524,2,7,130,5,1,,,,,,,2014-Aug-16 00:00:00 +0000,,,,,,,,,,,,,7,7,6,8,6,4,7
2525,2,20,130,5,1,,,,,,,2014-Jan-06 00:00:00 +0000,,,,,,,,,,,,,7,4,8,6,7,7,6
2526,2,19,130,5,1,,,,,,,2014-Aug-04 00:00:00 +0000,,,,,,,,,,,,,8,5,7,8,4,9,4
2527,2,5,130,5,1,,,,,,,2014-Jul-13 00:00:00 +0000,,,,,,,,,,,,,7,7,7,8,6,4,4
2528,2,17,130,5,1,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,6,6,7,5,4,4,8
2529,2,10,130,5,1,,,,,,,2014-Jun-23 00:00:00 +0000,,,,,,,,,,,,,6,6,8,4,8,6,6
2530,2,6,130,5,1,,,,,,,2014-Jun-20 00:00:00 +0000,,,,,,,,,,,,,5,4,4,8,4,9,8
2531,2,12,130,5,1,,,,,,,2014-Jan-24 00:00:00 +0000,,,,,,,,,,,,,7,8,6,6,7,6,5
2532,2,9,130,5,1,,,,,,,2014-Aug-31 00:00:00 +0000,,,,,,,,,,,,,5,9,6,4,8,4,9
2533,2,7,130,5,1,,,,,,,2014-Mar-13 00:00:00 +0000,,,,,,,,,,,,,5,4,4,7,4,4,4
2534,2,7,130,5,1,,,,,,,2014-Feb-10 00:00:00 +0000,,,,,,,,,,,,,5,4,8,4,6,6,4
2535,2,2,130,5,1,,,,,,,2014-Aug-17 00:00:00 +0000,,,,,,,,,,,,,4,4,7,5,5,6,7
2536,2,7,130,5,1,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,7,5,4,8,8,9,6
2537,2,13,130,5,1,,,,,,,2014-May-06 00:00:00 +0000,,,,,,,,,,,,,5,5,8,4,6,6,6
2538,2,9,130,5,1,,,,,,,2014-Aug-02 00:00:00 +0000,,,,,,,,,,,,,8,6,4,7,9,8,6
2539,2,17,130,5,1,,,,,,,2014-Jan-04 00:00:00 +0000,,,,,,,,,,,,,5,5,4,6,7,6,4
2540,2,20,130,5,1,,,,,,,2014-Feb-23 00:00:00 +0000,,,,,,,,,,,,,8,6,8,4,8,4,8
2541,2,5,130,5,1,,,,,,,2014-Apr-06 00:00:00 +0000,,,,,,,,,,,,,8,8,6,8,6,7,7
2542,2,18,131,5,1,,,,,,,2014-Jul-04 00:00:00 +0000,,,,,,,,,,,,,7,6,9,6,5,6,8
2543,2,19,131,5,1,,,,,,,2014-Jun-14 00:00:00 +0000,,,,,,,,,,,,,6,5,6,5,6,9,6
2544,2,2,131,5,1,,,,,,,2014-Mar-24 00:00:00 +0000,,,,,,,,,,,,,7,4,8,6,6,4,6
2545,2,2,131,5,1,,,,,,,2014-May-15 00:00:00 +0000,,,,,,,,,,,,,6,7,4,6,4,8,8
2546,2,7,131,5,1,,,,,,,2014-Apr-07 00:00:00 +0000,,,,,,,,,,,,,7,4,6,4,4,5,6
2547,2,16,131,5,1,,,,,,,2014-May-04 00:00:00 +0000,,,,,,,,,,,,,7,4,4,7,7,8,9
2548,2,19,131,5,1,,,,,,,2014-Apr-17 00:00:00 +0000,,,,,,,,,,,,,9,6,5,7,9,8,5
2549,2,6,131,5,1,,,,,,,2014-Mar-19 00:00:00 +0000,,,,,,,,,,,,,7,6,7,6,4,6,7
2550,2,16,131,5,1,,,,,,,2014-Jun-05 00:00:00 +0000,,,,,,,,,,,,,7,4,7,5,4,6,8
2551,2,7,131,5,1,,,,,,,2014-Jun-22 00:00:00 +0000,,,,,,,,,,,,,7,6,7,5,5,4,5
2552,2,2,131,5,1,,,,,,,2014-May-19 00:00:00 +0000,,,,,,,,,,,,,5,8,7,5,5,6,8
2553,2,20,131,5,1,,,,,,,2014-Jan-24 00:00:00 +0000,,,,,,,,,,,,,8,4,9,5,9,8,9
2554,2,7,131,5,1,,,,,,,2014-Jul-26 00:00:00 +0000,,,,,,,,,,,,,7,8,7,6,8,4,6
2555,2,19,131,5,1,,,,,,,2014-Aug-28 00:00:00 +0000,,,,,,,,,,,,,8,8,5,4,4,5,4
2556,2,4,131,5,1,,,,,,,2014-Aug-30 00:00:00 +0000,,,,,,,,,,,,,8,5,7,8,6,5,6
2557,2,18,131,5,1,,,,,,,2014-Mar-28 00:00:00 +0000,,,,,,,,,,,,,4,7,8,8,5,9,7
2558,2,13,131,5,1,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,8,5,7,5,4,5,8
2559,2,20,131,5,1,,,,,,,2014-Aug-22 00:00:00 +0000,,,,,,,,,,,,,6,9,8,4,6,5,4
2560,2,12,131,5,1,,,,,,,2014-Jan-31 00:00:00 +0000,,,,,,,,,,,,,9,5,7,6,7,4,7
2561,2,20,131,5,1,,,,,,,2014-Jun-02 00:00:00 +0000,,,,,,,,,,,,,4,4,6,4,8,5,6
2562,2,18,132,5,1,,,,,,,2014-Aug-13 00:00:00 +0000,,,,,,,,,,,,,4,6,6,4,7,5,6
2563,2,4,132,5,1,,,,,,,2014-Aug-29 00:00:00 +0000,,,,,,,,,,,,,8,8,8,9,7,5,8
2564,2,20,132,5,1,,,,,,,2014-Feb-26 00:00:00 +0000,,,,,,,,,,,,,5,5,6,4,7,4,7
2565,2,3,132,5,1,,,,,,,2014-Aug-24 00:00:00 +0000,,,,,,,,,,,,,8,9,9,9,7,7,7
2566,2,4,132,5,1,,,,,,,2014-Mar-26 00:00:00 +0000,,,,,,,,,,,,,7,5,6,8,5,6,8
2567,2,20,132,5,1,,,,,,,2014-May-15 00:00:00 +0000,,,,,,,,,,,,,5,6,4,6,5,5,5
2568,2,18,132,5,1,,,,,,,2014-Jan-22 00:00:00 +0000,,,,,,,,,,,,,7,9,7,4,5,6,4
2569,2,14,132,5,1,,,,,,,2014-Apr-27 00:00:00 +0000,,,,,,,,,,,,,5,9,4,7,6,7,7
2570,2,8,132,5,1,,,,,,,2014-Jan-26 00:00:00 +0000,,,,,,,,,,,,,7,8,4,4,9,7,6
2571,2,19,132,5,1,,,,,,,2014-Feb-20 00:00:00 +0000,,,,,,,,,,,,,5,8,8,7,5,7,4
2572,2,17,132,5,1,,,,,,,2014-Jul-01 00:00:00 +0000,,,,,,,,,,,,,5,7,5,4,7,6,4
2573,2,6,132,5,1,,,,,,,2014-May-02 00:00:00 +0000,,,,,,,,,,,,,8,5,5,5,5,6,5
2574,2,19,132,5,1,,,,,,,2014-Apr-04 00:00:00 +0000,,,,,,,,,,,,,4,5,7,9,4,4,4
2575,2,5,132,5,1,,,,,,,2014-Jun-12 00:00:00 +0000,,,,,,,,,,,,,5,4,4,5,8,8,6
2576,2,20,132,5,1,,,,,,,2014-May-12 00:00:00 +0000,,,,,,,,,,,,,6,8,5,7,7,8,5
2577,2,7,132,5,1,,,,,,,2014-Jun-18 00:00:00 +0000,,,,,,,,,,,,,6,6,4,5,9,7,8
2578,2,17,132,5,1,,,,,,,2014-Jul-19 00:00:00 +0000,,,,,,,,,,,,,5,5,5,8,5,5,4
2579,2,10,132,5,1,,,,,,,2014-Aug-14 00:00:00 +0000,,,,,,,,,,,,,8,5,8,6,4,5,7
2580,2,12,132,5,1,,,,,,,2014-Aug-08 00:00:00 +0000,,,,,,,,,,,,,5,6,8,5,7,6,7
2581,2,5,132,5,1,,,,,,,2014-Aug-16 00:00:00 +0000,,,,,,,,,,,,,5,7,4,4,5,9,5
2582,2,9,133,5,1,,,,,,,2014-Aug-30 00:00:00 +0000,,,,,,,,,,,,,7,5,8,8,6,8,5
2583,2,20,133,5,1,,,,,,,2014-Jan-18 00:00:00 +0000,,,,,,,,,,,,,6,8,9,7,7,6,8
2584,2,6,133,5,1,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,5,5,9,6,7,4,4
2585,2,5,133,5,1,,,,,,,2014-Jan-12 00:00:00 +0000,,,,,,,,,,,,,8,5,8,8,4,5,7
2586,2,11,133,5,1,,,,,,,2014-Jun-19 00:00:00 +0000,,,,,,,,,,,,,7,4,8,7,6,4,6
2587,2,4,133,5,1,,,,,,,2014-Apr-20 00:00:00 +0000,,,,,,,,,,,,,5,8,6,6,4,6,9
2588,2,3,133,5,1,,,,,,,2014-May-30 00:00:00 +0000,,,,,,,,,,,,,4,7,8,6,6,6,9
2589,2,5,133,5,1,,,,,,,2014-Feb-26 00:00:00 +0000,,,,,,,,,,,,,9,9,8,4,4,8,7
2590,2,7,133,5,1,,,,,,,2014-Jun-01 00:00:00 +0000,,,,,,,,,,,,,8,4,8,6,4,4,8
2591,2,6,133,5,1,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,4,4,6,8,8,7,5
2592,2,16,133,5,1,,,,,,,2014-May-07 00:00:00 +0000,,,,,,,,,,,,,6,4,5,7,6,6,5
2593,2,16,133,5,1,,,,,,,2014-Aug-28 00:00:00 +0000,,,,,,,,,,,,,8,8,8,9,7,6,4
2594,2,10,133,5,1,,,,,,,2014-Aug-09 00:00:00 +0000,,,,,,,,,,,,,4,4,6,8,4,8,6
2595,2,3,133,5,1,,,,,,,2014-Aug-24 00:00:00 +0000,,,,,,,,,,,,,9,7,4,4,4,7,9
2596,2,16,133,5,1,,,,,,,2014-Aug-17 00:00:00 +0000,,,,,,,,,,,,,4,7,4,4,5,9,7
2597,2,4,133,5,1,,,,,,,2014-Feb-13 00:00:00 +0000,,,,,,,,,,,,,8,9,8,6,7,4,7
2598,2,17,133,5,1,,,,,,,2014-Apr-21 00:00:00 +0000,,,,,,,,,,,,,6,7,5,5,8,8,4
2599,2,18,133,5,1,,,,,,,2014-Feb-09 00:00:00 +0000,,,,,,,,,,,,,9,9,5,9,8,6,7
2600,2,12,133,5,1,,,,,,,2014-Mar-27 00:00:00 +0000,,,,,,,,,,,,,5,5,9,6,4,4,6
2601,2,3,133,5,1,,,,,,,2014-Apr-13 00:00:00 +0000,,,,,,,,,,,,,9,4,9,7,8,6,6
2602,2,12,134,5,2,,,,,,,2014-Apr-07 00:00:00 +0000,,,,,,,,,,,,,9,9,4,7,6,4,5
2603,2,14,134,5,2,,,,,,,2014-Aug-16 00:00:00 +0000,,,,,,,,,,,,,6,5,9,4,9,9,6
2604,2,16,134,5,2,,,,,,,2014-Jul-14 00:00:00 +0000,,,,,,,,,,,,,6,4,8,6,8,9,6
2605,2,8,134,5,2,,,,,,,2014-Mar-18 00:00:00 +0000,,,,,,,,,,,,,4,9,7,6,6,4,4
2606,2,16,134,5,2,,,,,,,2014-May-05 00:00:00 +0000,,,,,,,,,,,,,8,4,5,4,9,6,4
2607,2,5,134,5,2,,,,,,,2014-Mar-18 00:00:00 +0000,,,,,,,,,,,,,6,5,9,7,4,5,7
2608,2,6,134,5,2,,,,,,,2014-Aug-22 00:00:00 +0000,,,,,,,,,,,,,6,4,7,7,5,5,9
2609,2,18,134,5,2,,,,,,,2014-Apr-13 00:00:00 +0000,,,,,,,,,,,,,4,7,7,4,4,4,4
2610,2,15,134,5,2,,,,,,,2014-May-19 00:00:00 +0000,,,,,,,,,,,,,7,8,9,8,6,7,6
2611,2,9,134,5,2,,,,,,,2014-Apr-28 00:00:00 +0000,,,,,,,,,,,,,7,9,4,8,4,5,7
2612,2,16,134,5,2,,,,,,,2014-Jul-05 00:00:00 +0000,,,,,,,,,,,,,9,8,4,9,6,7,4
2613,2,20,134,5,2,,,,,,,2014-Jun-05 00:00:00 +0000,,,,,,,,,,,,,5,9,5,9,5,4,4
2614,2,7,134,5,2,,,,,,,2014-May-24 00:00:00 +0000,,,,,,,,,,,,,5,8,4,4,7,8,4
